order_id,guest_id,activity id,activity_name,date_booking,country_activity,device_type
104133,130954,7092,Activity 7092,4/11/16,Singapore,PC
125907,153943,3316,Activity 3316,29/12/16,Japan,PC
76058,98622,3481,Activity 3481,8/8/16,Indonesia,PC
72580,94070,3329,Activity 3329,25/7/16,Indonesia,Mobile
100601,126926,10277,Activity 10277,26/10/16,Japan,Mobile
80326,102729,3687,Activity 3687,22/8/16,Japan,PC
110015,137653,3088,Activity 3088,23/11/16,Singapore,PC
100575,127079,4654,Activity 4654,26/10/16,Singapore,Mobile
114878,137714,4565,Activity 4565,8/12/16,Japan,PC
92338,116937,3481,Activity 3481,1/10/16,Indonesia,Mobile
80175,103538,3481,Activity 3481,21/8/16,Indonesia,PC
92048,116539,1639,Activity 1639,30/9/16,Japan,Mobile
67934,86877,1344,Activity 1344,5/7/16,Japan,PC
119916,77661,4287,Activity 4287,19/12/16,Japan,Mobile
66420,85495,3088,Activity 3088,28/6/16,Singapore,Mobile
124802,153004,9463,Activity 9463,28/12/16,Thailand,Mobile
92031,116508,6598,Activity 6598,30/9/16,Thailand,Mobile
110024,137668,3481,Activity 3481,23/11/16,Indonesia,Mobile
94494,119790,7886,Activity 7886,8/10/16,Singapore,PC
104884,131794,10277,Activity 10277,6/11/16,Japan,Mobile
85227,107503,6684,Activity 6684,6/9/16,Thailand,PC
126806,155053,10277,Activity 10277,30/12/16,Japan,PC
93473,118407,7500,Activity 7500,4/10/16,Singapore,Mobile
114189,142343,1625,Activity 1625,7/12/16,Singapore,PC
104132,130950,4654,Activity 4654,4/11/16,Singapore,PC
125261,153518,9463,Activity 9463,28/12/16,Thailand,PC
107005,134173,10277,Activity 10277,13/11/16,Japan,Mobile
95858,121307,1205,Activity 1205,12/10/16,Singapore,PC
108660,136026,4654,Activity 4654,18/11/16,Singapore,Mobile
82583,93994,2244,Activity 2244,30/8/16,Japan,Mobile
108205,135458,1205,Activity 1205,17/11/16,Singapore,PC
87078,110507,10277,Activity 10277,12/9/16,Japan,Mobile
117392,145456,4654,Activity 4654,14/12/16,Singapore,Mobile
95310,120669,9463,Activity 9463,10/10/16,Thailand,PC
91834,114417,1409,Activity 1409,29/9/16,Indonesia,PC
99230,125414,3481,Activity 3481,22/10/16,Indonesia,Mobile
106446,133546,1625,Activity 1625,11/11/16,Singapore,PC
116029,144281,1565,Activity 1565,11/12/16,Singapore,Mobile
84732,108040,7051,Activity 7051,5/9/16,Singapore,Mobile
118208,146492,8119,Activity 8119,16/12/16,Japan,Mobile
110169,137862,4565,Activity 4565,24/11/16,Japan,PC
62945,80812,10277,Activity 10277,8/6/16,Japan,Mobile
122731,150950,7051,Activity 7051,24/12/16,Singapore,Mobile
92113,116625,10277,Activity 10277,30/9/16,Japan,Mobile
70850,91755,2532,Activity 2532,18/7/16,Japan,PC
82484,95711,10277,Activity 10277,29/8/16,Japan,Mobile
62703,80496,10277,Activity 10277,7/6/16,Japan,Mobile
92852,117559,9215,Activity 9215,2/10/16,Indonesia,PC
104400,131263,1625,Activity 1625,5/11/16,Singapore,Mobile
126198,154470,7051,Activity 7051,30/12/16,Singapore,Mobile
106952,134113,4654,Activity 4654,13/11/16,Singapore,PC
101696,127938,1625,Activity 1625,28/10/16,Singapore,Mobile
122719,150872,1625,Activity 1625,24/12/16,Singapore,PC
93809,118885,3056,Activity 3056,5/10/16,Singapore,PC
77218,95732,3087,Activity 3087,12/8/16,Indonesia,PC
83888,107176,4654,Activity 4654,2/9/16,Singapore,Mobile
115595,143795,10277,Activity 10277,10/12/16,Japan,Mobile
98217,124283,10277,Activity 10277,19/10/16,Japan,PC
112626,43743,2226,Activity 2226,2/12/16,Japan,Mobile
126506,153248,7051,Activity 7051,30/12/16,Singapore,Mobile
82743,106134,7014,Activity 7014,30/8/16,Singapore,Mobile
121704,149650,9461,Activity 9461,22/12/16,Thailand,Mobile
115572,143770,634,Activity 634,10/12/16,Japan,PC
97491,107385,1205,Activity 1205,17/10/16,Singapore,PC
98773,124937,5452,Activity 5452,21/10/16,Japan,PC
63495,80460,4565,Activity 4565,11/6/16,Japan,PC
85070,108262,6767,Activity 6767,6/9/16,Japan,Mobile
97826,123350,3088,Activity 3088,18/10/16,Singapore,Mobile
64781,63177,2734,Activity 2734,19/6/16,Indonesia,Mobile
72345,93747,10277,Activity 10277,24/7/16,Japan,Mobile
106649,133771,1625,Activity 1625,11/11/16,Singapore,Mobile
106367,133471,1625,Activity 1625,11/11/16,Singapore,Mobile
90080,113990,3481,Activity 3481,22/9/16,Indonesia,Mobile
112104,139962,9215,Activity 9215,30/11/16,Indonesia,Mobile
124952,153220,1565,Activity 1565,28/12/16,Singapore,PC
88222,111640,2635,Activity 2635,15/9/16,Japan,PC
90650,114745,7092,Activity 7092,24/9/16,Singapore,PC
71913,31686,1510,Activity 1510,22/7/16,Indonesia,PC
110697,138429,1625,Activity 1625,25/11/16,Singapore,Mobile
115486,142833,7496,Activity 7496,10/12/16,Singapore,PC
126662,154877,7051,Activity 7051,30/12/16,Singapore,Mobile
123381,151598,3087,Activity 3087,25/12/16,Indonesia,Mobile
114708,131392,3481,Activity 3481,8/12/16,Indonesia,Mobile
79975,103342,10277,Activity 10277,21/8/16,Japan,PC
71451,92555,10277,Activity 10277,20/7/16,Japan,PC
120064,146828,7097,Activity 7097,19/12/16,Singapore,PC
104497,131369,4654,Activity 4654,5/11/16,Singapore,PC
104192,131014,9463,Activity 9463,4/11/16,Thailand,Mobile
102542,129105,10277,Activity 10277,30/10/16,Japan,Mobile
92986,116348,7051,Activity 7051,3/10/16,Singapore,PC
123756,151954,7051,Activity 7051,26/12/16,Singapore,PC
62407,80127,10277,Activity 10277,5/6/16,Japan,Mobile
115009,143207,3481,Activity 3481,9/12/16,Indonesia,PC
98246,124322,3056,Activity 3056,19/10/16,Singapore,Mobile
93709,118730,10277,Activity 10277,5/10/16,Japan,Mobile
102749,129378,7051,Activity 7051,31/10/16,Singapore,Mobile
116588,144905,7092,Activity 7092,12/12/16,Singapore,Mobile
63707,81851,2178,Activity 2178,13/6/16,Vietnam,Mobile
115032,143244,1445,Activity 1445,9/12/16,Japan,PC
94769,109053,897,Activity 897,9/10/16,Japan,PC
91618,115979,3087,Activity 3087,28/9/16,Indonesia,Mobile
70149,90846,10277,Activity 10277,15/7/16,Japan,PC
69669,90141,2079,Activity 2079,13/7/16,Japan,PC
67261,85709,3646,Activity 3646,2/7/16,Japan,PC
93224,118061,3038,Activity 3038,4/10/16,Japan,PC
115312,143506,3088,Activity 3088,9/12/16,Singapore,PC
64621,83061,6588,Activity 6588,18/6/16,Japan,Mobile
108847,136240,9461,Activity 9461,19/11/16,Thailand,PC
67597,87069,2635,Activity 2635,3/7/16,Japan,Mobile
118199,146480,1625,Activity 1625,16/12/16,Singapore,PC
122578,150415,7014,Activity 7014,24/12/16,Singapore,Mobile
62485,80209,3131,Activity 3131,6/6/16,Japan,PC
113994,142124,5405,Activity 5405,6/12/16,Thailand,PC
98202,124255,10277,Activity 10277,19/10/16,Japan,PC
86977,110090,5310,Activity 5310,11/9/16,Japan,PC
77894,101199,3481,Activity 3481,14/8/16,Indonesia,PC
69301,89114,3087,Activity 3087,11/7/16,Indonesia,
80301,103390,3274,Activity 3274,22/8/16,Indonesia,Mobile
72620,94109,10190,Activity 10190,25/7/16,Japan,Mobile
118258,145954,7500,Activity 7500,16/12/16,Singapore,Mobile
62109,5286,768,Activity 768,3/6/16,Thailand,PC
109829,137410,6598,Activity 6598,22/11/16,Thailand,Mobile
77201,100216,3481,Activity 3481,12/8/16,Indonesia,Mobile
105124,132034,1119,Activity 1119,7/11/16,Indonesia,Mobile
84214,100240,3157,Activity 3157,3/9/16,Japan,PC
90063,113967,4654,Activity 4654,22/9/16,Singapore,Mobile
99516,125822,1625,Activity 1625,23/10/16,Singapore,Mobile
119914,77661,4287,Activity 4287,19/12/16,Japan,Mobile
66917,84928,6588,Activity 6588,30/6/16,Japan,PC
62676,80462,4654,Activity 4654,7/6/16,Singapore,Mobile
96904,122602,3056,Activity 3056,15/10/16,Singapore,Mobile
78345,101774,1119,Activity 1119,16/8/16,Indonesia,Mobile
72523,93999,2635,Activity 2635,25/7/16,Japan,PC
122255,150483,1625,Activity 1625,23/12/16,Singapore,PC
122605,150777,1625,Activity 1625,24/12/16,Singapore,Mobile
99108,125300,10277,Activity 10277,21/10/16,Japan,PC
96917,122624,3087,Activity 3087,15/10/16,Indonesia,PC
75337,88518,10277,Activity 10277,5/8/16,Japan,Mobile
78221,101590,9392,Activity 9392,15/8/16,Thailand,PC
84063,107372,7014,Activity 7014,3/9/16,Singapore,Mobile
89662,113456,4932,Activity 4932,20/9/16,Japan,Mobile
109803,137383,3274,Activity 3274,22/11/16,Indonesia,PC
87754,96633,1039,Activity 1039,13/9/16,Indonesia,PC
103709,130487,1565,Activity 1565,3/11/16,Singapore,Mobile
121806,150050,1746,Activity 1746,23/12/16,Japan,PC
106366,133469,5405,Activity 5405,11/11/16,Thailand,Mobile
71823,93039,10277,Activity 10277,21/7/16,Japan,PC
110548,138251,7585,Activity 7585,25/11/16,Japan,PC
90982,110467,4527,Activity 4527,26/9/16,Japan,PC
114019,142144,3481,Activity 3481,6/12/16,Indonesia,PC
122533,150756,4654,Activity 4654,24/12/16,Singapore,PC
104197,131026,6588,Activity 6588,4/11/16,Japan,PC
109519,137009,1625,Activity 1625,21/11/16,Singapore,PC
110302,136815,1625,Activity 1625,24/11/16,Singapore,Mobile
98032,124034,3088,Activity 3088,18/10/16,Singapore,PC
86554,109304,4654,Activity 4654,10/9/16,Singapore,Mobile
78516,101751,6977,Activity 6977,16/8/16,Thailand,Mobile
124043,152299,10277,Activity 10277,26/12/16,Japan,Mobile
117797,144970,1625,Activity 1625,15/12/16,Singapore,PC
76466,99175,3088,Activity 3088,9/8/16,Singapore,PC
93400,106180,3639,Activity 3639,4/10/16,Indonesia,Mobile
88326,71992,7347,Activity 7347,15/9/16,Thailand,PC
115231,129664,7092,Activity 7092,9/12/16,Singapore,PC
125486,85749,7051,Activity 7051,29/12/16,Singapore,PC
61982,79529,1205,Activity 1205,3/6/16,Singapore,PC
107424,134580,2311,Activity 2311,14/11/16,Japan,PC
83368,106731,1205,Activity 1205,1/9/16,Singapore,PC
119867,67535,1039,Activity 1039,19/12/16,Indonesia,PC
109689,137248,4678,Activity 4678,22/11/16,Indonesia,Mobile
79482,97076,4250,Activity 4250,19/8/16,Japan,
78637,97011,7051,Activity 7051,16/8/16,Singapore,PC
110988,138433,1113,Activity 1113,26/11/16,Japan,PC
116658,145002,10277,Activity 10277,13/12/16,Japan,PC
74870,94617,2347,Activity 2347,3/8/16,Indonesia,PC
97759,123756,3481,Activity 3481,18/10/16,Indonesia,PC
108790,136189,1205,Activity 1205,19/11/16,Singapore,PC
83101,106457,2635,Activity 2635,31/8/16,Japan,PC
118272,146551,3481,Activity 3481,16/12/16,Indonesia,Mobile
90553,114602,3481,Activity 3481,24/9/16,Indonesia,Mobile
114982,143176,1625,Activity 1625,8/12/16,Singapore,Mobile
92654,117340,7051,Activity 7051,2/10/16,Singapore,PC
110157,137848,7051,Activity 7051,24/11/16,Singapore,PC
124618,152075,7660,Activity 7660,27/12/16,Singapore,Mobile
102164,128705,3087,Activity 3087,29/10/16,Indonesia,Mobile
94737,120060,10277,Activity 10277,8/10/16,Japan,PC
102518,129073,1119,Activity 1119,30/10/16,Indonesia,PC
94823,120162,9392,Activity 9392,9/10/16,Thailand,PC
92333,116926,3088,Activity 3088,1/10/16,Singapore,PC
102676,129293,3088,Activity 3088,31/10/16,Singapore,PC
118984,135234,1427,Activity 1427,17/12/16,Indonesia,PC
61669,79102,10277,Activity 10277,1/6/16,Japan,PC
96915,122622,7886,Activity 7886,15/10/16,Singapore,PC
94462,119755,7051,Activity 7051,8/10/16,Singapore,PC
96576,122211,3056,Activity 3056,14/10/16,Singapore,Mobile
100169,126547,3056,Activity 3056,24/10/16,Singapore,PC
109990,137632,4654,Activity 4654,23/11/16,Singapore,Mobile
97125,122776,1625,Activity 1625,16/10/16,Singapore,Mobile
103594,130363,1119,Activity 1119,3/11/16,Indonesia,PC
70110,90648,6767,Activity 6767,14/7/16,Japan,PC
91159,115390,3220,Activity 3220,26/9/16,Indonesia,Mobile
108745,136118,1205,Activity 1205,18/11/16,Singapore,PC
64945,83514,4968,Activity 4968,20/6/16,Japan,Mobile
67505,86962,2237,Activity 2237,3/7/16,Japan,Mobile
97551,122831,9392,Activity 9392,17/10/16,Thailand,Mobile
85358,108717,1625,Activity 1625,7/9/16,Singapore,PC
105562,132539,1757,Activity 1757,8/11/16,Japan,Mobile
65787,84649,2925,Activity 2925,24/6/16,Japan,Mobile
104724,131534,1625,Activity 1625,6/11/16,Singapore,Mobile
100708,127230,1119,Activity 1119,26/10/16,Indonesia,PC
97191,122641,1119,Activity 1119,16/10/16,Indonesia,Mobile
65049,83546,3329,Activity 3329,20/6/16,Indonesia,PC
104958,131865,7051,Activity 7051,6/11/16,Singapore,PC
97717,122185,3056,Activity 3056,18/10/16,Singapore,PC
97450,123303,4527,Activity 4527,17/10/16,Japan,PC
66527,85618,3481,Activity 3481,28/6/16,Indonesia,PC
69270,89541,1625,Activity 1625,11/7/16,Singapore,PC
72825,94419,9906,Activity 9906,26/7/16,Singapore,Mobile
99177,125380,10277,Activity 10277,22/10/16,Japan,PC
83182,106544,3087,Activity 3087,31/8/16,Indonesia,Mobile
116347,144640,7051,Activity 7051,12/12/16,Singapore,Mobile
64287,82159,6858,Activity 6858,16/6/16,Japan,PC
102170,128721,7092,Activity 7092,29/10/16,Singapore,Mobile
124701,152958,9215,Activity 9215,27/12/16,Indonesia,Mobile
99739,126088,4654,Activity 4654,23/10/16,Singapore,PC
106542,133658,7051,Activity 7051,11/11/16,Singapore,Mobile
69080,89292,9392,Activity 9392,10/7/16,Thailand,Mobile
91975,116436,1119,Activity 1119,29/9/16,Indonesia,Mobile
95621,118872,1776,Activity 1776,11/10/16,Japan,PC
79888,92680,5310,Activity 5310,20/8/16,Japan,PC
71952,93217,2703,Activity 2703,22/7/16,Japan,PC
79770,103151,7091,Activity 7091,20/8/16,Singapore,Mobile
66941,86247,10277,Activity 10277,30/6/16,Japan,Mobile
83215,106276,3087,Activity 3087,31/8/16,Indonesia,PC
100125,126528,3168,Activity 3168,24/10/16,Indonesia,PC
100694,127213,10277,Activity 10277,26/10/16,Japan,PC
83812,107008,4968,Activity 4968,2/9/16,Japan,Mobile
74050,96081,9392,Activity 9392,31/7/16,Thailand,Mobile
71806,93013,10277,Activity 10277,21/7/16,Japan,PC
102405,128933,1625,Activity 1625,30/10/16,Singapore,Mobile
121200,149457,3481,Activity 3481,22/12/16,Indonesia,Mobile
125326,153586,4565,Activity 4565,28/12/16,Japan,PC
106544,133649,5405,Activity 5405,11/11/16,Thailand,Mobile
68045,61972,917,Activity 917,6/7/16,Japan,PC
126051,154297,7260,Activity 7260,29/12/16,Thailand,PC
92348,116946,1625,Activity 1625,1/10/16,Singapore,Mobile
116989,145342,1625,Activity 1625,13/12/16,Singapore,PC
123122,89826,10277,Activity 10277,25/12/16,Japan,PC
111220,123313,10277,Activity 10277,27/11/16,Japan,Mobile
114701,142879,7051,Activity 7051,8/12/16,Singapore,PC
116378,144670,1565,Activity 1565,12/12/16,Singapore,Mobile
70765,91633,10277,Activity 10277,17/7/16,Japan,PC
125332,151696,3963,Activity 3963,28/12/16,Japan,PC
76169,98774,6885,Activity 6885,8/8/16,Japan,PC
83818,105906,10277,Activity 10277,2/9/16,Japan,PC
63964,79315,2448,Activity 2448,14/6/16,Indonesia,PC
108828,136227,1039,Activity 1039,19/11/16,Indonesia,PC
92497,101727,6594,Activity 6594,1/10/16,Japan,
85564,108948,10277,Activity 10277,7/9/16,Japan,PC
100079,126501,9215,Activity 9215,24/10/16,Indonesia,PC
79358,88524,10277,Activity 10277,19/8/16,Japan,Mobile
73594,95470,10277,Activity 10277,29/7/16,Japan,Mobile
62763,79555,2079,Activity 2079,7/6/16,Japan,PC
93617,118593,3481,Activity 3481,5/10/16,Indonesia,Mobile
125933,153423,7092,Activity 7092,29/12/16,Singapore,PC
115743,143968,1625,Activity 1625,10/12/16,Singapore,Mobile
113507,141086,7014,Activity 7014,5/12/16,Singapore,Mobile
124481,152276,1625,Activity 1625,27/12/16,Singapore,Mobile
65955,84872,9215,Activity 9215,25/6/16,Indonesia,PC
63647,81765,3722,Activity 3722,13/6/16,Japan,PC
96557,122170,3891,Activity 3891,14/10/16,Japan,PC
88780,112317,10369,Activity 10369,17/9/16,Singapore,Mobile
96673,121460,3503,Activity 3503,14/10/16,Japan,PC
119870,148110,1039,Activity 1039,19/12/16,Indonesia,PC
116998,145241,4568,Activity 4568,13/12/16,Japan,PC
127234,155483,1625,Activity 1625,31/12/16,Singapore,PC
115993,144234,7051,Activity 7051,11/12/16,Singapore,PC
68225,88087,7014,Activity 7014,6/7/16,Singapore,Mobile
126201,152386,1625,Activity 1625,30/12/16,Singapore,Mobile
108191,135442,10277,Activity 10277,16/11/16,Japan,PC
121709,149293,3088,Activity 3088,22/12/16,Singapore,Mobile
126963,119830,7014,Activity 7014,31/12/16,Singapore,Mobile
62201,62177,10190,Activity 10190,4/6/16,Japan,PC
85215,108566,10277,Activity 10277,6/9/16,Japan,Mobile
120543,148800,1625,Activity 1625,20/12/16,Singapore,PC
118229,146506,4654,Activity 4654,16/12/16,Singapore,Mobile
64456,82336,9392,Activity 9392,17/6/16,Thailand,Mobile
63374,81347,10277,Activity 10277,11/6/16,Japan,PC
111620,139423,3481,Activity 3481,29/11/16,Indonesia,PC
70075,90537,6767,Activity 6767,14/7/16,Japan,PC
74435,96533,5310,Activity 5310,2/8/16,Japan,PC
104898,131809,7051,Activity 7051,6/11/16,Singapore,PC
98163,123901,3056,Activity 3056,19/10/16,Singapore,PC
119306,147510,9906,Activity 9906,18/12/16,Singapore,Mobile
89730,113516,6732,Activity 6732,20/9/16,Japan,PC
104350,131207,1625,Activity 1625,5/11/16,Singapore,PC
102670,129285,3481,Activity 3481,31/10/16,Indonesia,PC
103209,129245,7051,Activity 7051,2/11/16,Singapore,PC
115924,144186,3481,Activity 3481,11/12/16,Indonesia,Mobile
122839,151071,7051,Activity 7051,24/12/16,Singapore,PC
73307,95125,10277,Activity 10277,28/7/16,Japan,Mobile
124551,152801,1625,Activity 1625,27/12/16,Singapore,PC
105701,132695,1625,Activity 1625,8/11/16,Singapore,PC
115658,143864,7051,Activity 7051,10/12/16,Singapore,Mobile
97311,123157,10277,Activity 10277,16/10/16,Japan,Mobile
112322,140178,7051,Activity 7051,1/12/16,Singapore,PC
105914,132979,6977,Activity 6977,9/11/16,Thailand,Mobile
77647,100834,7014,Activity 7014,13/8/16,Singapore,Mobile
83389,106745,10277,Activity 10277,1/9/16,Japan,PC
62232,79854,3481,Activity 3481,4/6/16,Indonesia,Mobile
85093,108451,3088,Activity 3088,6/9/16,Singapore,Mobile
94211,119416,7051,Activity 7051,7/10/16,Singapore,PC
96119,121704,10190,Activity 10190,13/10/16,Japan,PC
81324,104725,5405,Activity 5405,25/8/16,Thailand,Mobile
117896,146213,1625,Activity 1625,15/12/16,Singapore,PC
113360,141314,7051,Activity 7051,4/12/16,Singapore,PC
74177,96226,2079,Activity 2079,1/8/16,Japan,PC
102674,129289,10277,Activity 10277,31/10/16,Japan,Mobile
72245,93596,5405,Activity 5405,23/7/16,Thailand,PC
102873,129521,3481,Activity 3481,31/10/16,Indonesia,Mobile
93894,118984,3056,Activity 3056,6/10/16,Singapore,Mobile
111136,138827,1757,Activity 1757,27/11/16,Japan,Mobile
64001,67347,6767,Activity 6767,15/6/16,Japan,PC
80656,103834,3998,Activity 3998,23/8/16,Japan,PC
114226,139611,3906,Activity 3906,7/12/16,Japan,PC
85897,108359,4241,Activity 4241,8/9/16,Japan,Mobile
79131,85620,3087,Activity 3087,18/8/16,Indonesia,PC
74564,96178,7051,Activity 7051,2/8/16,Singapore,Mobile
93514,118468,7092,Activity 7092,4/10/16,Singapore,PC
78798,102233,7092,Activity 7092,17/8/16,Singapore,PC
122804,133456,7051,Activity 7051,24/12/16,Singapore,PC
90794,114883,10277,Activity 10277,25/9/16,Japan,Mobile
126410,154646,1625,Activity 1625,30/12/16,Singapore,PC
67280,86611,2311,Activity 2311,2/7/16,Japan,PC
126237,154344,7051,Activity 7051,30/12/16,Singapore,Mobile
98412,124517,4654,Activity 4654,19/10/16,Singapore,PC
86398,109805,7051,Activity 7051,10/9/16,Singapore,PC
119682,147914,4929,Activity 4929,19/12/16,Japan,PC
108922,136287,9461,Activity 9461,19/11/16,Thailand,Mobile
87207,110627,9215,Activity 9215,12/9/16,Indonesia,PC
76522,99259,1625,Activity 1625,9/8/16,Singapore,PC
99517,125810,7051,Activity 7051,23/10/16,Singapore,Mobile
111966,139813,3481,Activity 3481,30/11/16,Indonesia,Mobile
125062,153324,1625,Activity 1625,28/12/16,Singapore,Mobile
75457,97856,2079,Activity 2079,5/8/16,Japan,PC
93795,118863,7886,Activity 7886,5/10/16,Singapore,PC
83130,106515,6885,Activity 6885,31/8/16,Japan,PC
115577,143768,8256,Activity 8256,10/12/16,Japan,PC
100934,125737,1119,Activity 1119,27/10/16,Indonesia,PC
89713,113501,4654,Activity 4654,20/9/16,Singapore,PC
97530,122301,3056,Activity 3056,17/10/16,Singapore,PC
108452,135767,10277,Activity 10277,17/11/16,Japan,Mobile
88864,112417,3481,Activity 3481,17/9/16,Indonesia,PC
107255,97496,10277,Activity 10277,13/11/16,Japan,PC
112534,140273,7014,Activity 7014,1/12/16,Singapore,Mobile
89092,112731,9906,Activity 9906,18/9/16,Singapore,PC
78544,101967,1625,Activity 1625,16/8/16,Singapore,Mobile
82953,75931,5310,Activity 5310,31/8/16,Japan,PC
122912,151158,7051,Activity 7051,25/12/16,Singapore,PC
82404,105834,10277,Activity 10277,29/8/16,Japan,Mobile
89256,112971,2470,Activity 2470,19/9/16,Indonesia,Mobile
64914,83470,9215,Activity 9215,20/6/16,Indonesia,Mobile
64938,83506,3722,Activity 3722,20/6/16,Japan,Mobile
111175,138925,1119,Activity 1119,27/11/16,Indonesia,Mobile
93978,119090,10369,Activity 10369,6/10/16,Singapore,PC
104111,130931,3087,Activity 3087,4/11/16,Indonesia,PC
83506,106839,9890,Activity 9890,1/9/16,Thailand,PC
78603,71034,3178,Activity 3178,16/8/16,Japan,PC
126314,154462,7051,Activity 7051,30/12/16,Singapore,Mobile
96330,121241,1625,Activity 1625,13/10/16,Singapore,PC
99274,125491,7014,Activity 7014,22/10/16,Singapore,Mobile
98119,119352,6479,Activity 6479,19/10/16,Japan,PC
120423,148684,7092,Activity 7092,20/12/16,Singapore,Mobile
106600,129777,4285,Activity 4285,11/11/16,Japan,
119276,147482,4568,Activity 4568,18/12/16,Japan,Mobile
71691,92872,7092,Activity 7092,21/7/16,Singapore,Mobile
122256,150486,3481,Activity 3481,23/12/16,Indonesia,Mobile
113793,141850,2225,Activity 2225,5/12/16,Japan,PC
80171,103532,4565,Activity 4565,21/8/16,Japan,PC
76699,99465,1625,Activity 1625,10/8/16,Singapore,Mobile
96764,116517,3056,Activity 3056,15/10/16,Singapore,PC
107590,134716,1625,Activity 1625,14/11/16,Singapore,PC
96073,121658,7051,Activity 7051,13/10/16,Singapore,PC
64238,82406,10277,Activity 10277,16/6/16,Japan,Mobile
67503,86967,5389,Activity 5389,3/7/16,Thailand,Mobile
82353,105784,3481,Activity 3481,29/8/16,Indonesia,Mobile
85154,108500,9215,Activity 9215,6/9/16,Indonesia,PC
67495,86952,1412,Activity 1412,3/7/16,Indonesia,PC
96991,122724,7092,Activity 7092,15/10/16,Singapore,Mobile
94027,119149,4184,Activity 4184,6/10/16,Indonesia,Mobile
116969,144144,1205,Activity 1205,13/12/16,Singapore,PC
93897,119005,1645,Activity 1645,6/10/16,Indonesia,Mobile
103660,129313,7887,Activity 7887,3/11/16,Singapore,PC
101942,76257,3087,Activity 3087,29/10/16,Indonesia,Mobile
92446,117056,7091,Activity 7091,1/10/16,Singapore,Mobile
108307,135602,10277,Activity 10277,17/11/16,Japan,PC
99180,125384,10277,Activity 10277,22/10/16,Japan,PC
91840,115906,3088,Activity 3088,29/9/16,Singapore,Mobile
98848,125026,7051,Activity 7051,21/10/16,Singapore,PC
86239,109618,9215,Activity 9215,9/9/16,Indonesia,PC
80019,103387,4654,Activity 4654,21/8/16,Singapore,Mobile
101836,128394,3481,Activity 3481,29/10/16,Indonesia,PC
67486,86100,3329,Activity 3329,3/7/16,Indonesia,Mobile
100738,127261,3088,Activity 3088,26/10/16,Singapore,Mobile
80654,97359,7776,Activity 7776,23/8/16,Japan,PC
115605,143811,1625,Activity 1625,10/12/16,Singapore,PC
75979,98534,2079,Activity 2079,7/8/16,Japan,PC
97948,123957,4982,Activity 4982,18/10/16,Japan,PC
89757,100953,2177,Activity 2177,21/9/16,Japan,PC
109676,137235,1119,Activity 1119,22/11/16,Indonesia,Mobile
121463,149709,10277,Activity 10277,22/12/16,Japan,PC
111273,137367,3220,Activity 3220,28/11/16,Indonesia,PC
122106,116232,7092,Activity 7092,23/12/16,Singapore,PC
126233,153796,1625,Activity 1625,30/12/16,Singapore,Mobile
119085,147346,1625,Activity 1625,18/12/16,Singapore,Mobile
125299,153565,1625,Activity 1625,28/12/16,Singapore,Mobile
78949,102303,7347,Activity 7347,17/8/16,Thailand,Mobile
76039,98068,3088,Activity 3088,7/8/16,Singapore,PC
109323,136203,10277,Activity 10277,21/11/16,Japan,Mobile
67894,79255,2703,Activity 2703,5/7/16,Japan,Mobile
64042,76126,1119,Activity 1119,15/6/16,Indonesia,Mobile
123650,151873,1565,Activity 1565,26/12/16,Singapore,Mobile
102211,128773,3056,Activity 3056,30/10/16,Singapore,PC
87210,110637,5389,Activity 5389,12/9/16,Thailand,PC
112421,140269,2079,Activity 2079,1/12/16,Japan,PC
98556,124695,1119,Activity 1119,20/10/16,Indonesia,PC
92069,116571,1625,Activity 1625,30/9/16,Singapore,Mobile
113848,141927,5389,Activity 5389,6/12/16,Thailand,Mobile
92821,117534,7092,Activity 7092,2/10/16,Singapore,Mobile
86655,110072,1625,Activity 1625,11/9/16,Singapore,PC
99947,126345,3481,Activity 3481,24/10/16,Indonesia,Mobile
64972,81571,933,Activity 933,20/6/16,Japan,PC
99567,125879,7092,Activity 7092,23/10/16,Singapore,Mobile
82586,105146,2347,Activity 2347,30/8/16,Indonesia,PC
121023,149281,1625,Activity 1625,21/12/16,Singapore,Mobile
86677,97952,3087,Activity 3087,11/9/16,Indonesia,Mobile
101618,128156,7014,Activity 7014,28/10/16,Singapore,PC
103522,129842,2391,Activity 2391,2/11/16,Japan,PC
94705,119269,4285,Activity 4285,8/10/16,Japan,PC
93054,117811,1039,Activity 1039,3/10/16,Indonesia,PC
106733,133873,1625,Activity 1625,12/11/16,Singapore,Mobile
75167,96293,4287,Activity 4287,4/8/16,Japan,
98111,124139,2079,Activity 2079,19/10/16,Japan,PC
122992,151232,1119,Activity 1119,25/12/16,Indonesia,Mobile
90566,114530,2635,Activity 2635,24/9/16,Japan,PC
108409,135737,4654,Activity 4654,17/11/16,Singapore,PC
77593,100767,5005,Activity 5005,13/8/16,Indonesia,PC
123822,152039,7051,Activity 7051,26/12/16,Singapore,Mobile
96468,122119,3481,Activity 3481,14/10/16,Indonesia,Mobile
63585,81651,10277,Activity 10277,12/6/16,Japan,Mobile
121331,149090,7014,Activity 7014,22/12/16,Singapore,Mobile
63744,81874,5586,Activity 5586,13/6/16,Japan,PC
87198,110629,1565,Activity 1565,12/9/16,Singapore,PC
99429,125682,1625,Activity 1625,22/10/16,Singapore,PC
106493,133592,9392,Activity 9392,11/11/16,Thailand,Mobile
